TrackName,Composer,TrackLength,TrackSizeBytes,TrackPrice,Genre,MediaType,AlbumTitle,ArtistName,InvoiceItemQuantity,InvoiceItemUnitPrice,InvoiceId,InvoiceDate,InvoiceBillingAddress,InvoiceBillingCity,InvoiceBillingState,InvoiceBillingCountry,InvoiceBillingPostalCode,CustomerFirstName,CustomerLastName,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPostalCode,CustomerPhone,CustomerFax,CustomerEmail
"A Festa Do Santo Reis",,159791,5204995,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",1,0.99,191,"2011-04-19 00:00:00","1033 N Park Ave",Tucson,AZ,USA,85719,Patrick,Gray,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",,patrick.gray@aol.com
"I Don't Know What To Do With Myself",,221387,7251478,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",,,,,,,,,,,,,,,,,,,
"Padre Cícero",,139598,4581685,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",1,0.99,191,"2011-04-19 00:00:00","1033 N Park Ave",Tucson,AZ,USA,85719,Patrick,Gray,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",,patrick.gray@aol.com
"Nosso Adeus",,206471,6793270,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",1,0.99,297,"2012-07-28 00:00:00","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,Alexandre,Rocha,"Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br
"Canário Do Reino",,139337,4552858,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",1,0.99,403,"2013-11-08 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Preciso Ser Amado",,174001,5618895,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",,,,,,,,,,,,,,,,,,,
"Balanço",,209737,6890327,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",1,0.99,192,"2011-04-20 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"Preciso Aprender A Ser Só",,162220,5213894,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",,,,,,,,,,,,,,,,,,,
"Esta É A Canção",,184450,6069933,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",,,,,,,,,,,,,,,,,,,
Formigueiro,,252943,8455132,0.99,Latin,"MPEG audio file","Serie Sem Limite (Disc 2)","Tim Maia",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
Comida,"Titãs",322612,10786578,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,192,"2011-04-20 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
Comida,"Titãs",322612,10786578,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,403,"2013-11-08 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Go Back","Titãs",230504,7668899,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,83,"2009-12-26 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Prá Dizer Adeus","Titãs",222484,7382048,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,84,"2010-01-08 00:00:00","68, Rue Jouvence",Dijon,,France,21000,Isabelle,Mercier,"68, Rue Jouvence",Dijon,,France,21000,"+33 03 80 73 66 99",,isabelle_mercier@apple.fr
"Família","Titãs",218331,7267458,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,84,"2010-01-08 00:00:00","68, Rue Jouvence",Dijon,,France,21000,Isabelle,Mercier,"68, Rue Jouvence",Dijon,,France,21000,"+33 03 80 73 66 99",,isabelle_mercier@apple.fr
"Os Cegos Do Castelo","Titãs",296829,9868187,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,192,"2011-04-20 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"O Pulso","Titãs",199131,6566998,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,85,"2010-01-08 00:00:00","Erzsébet krt. 58.",Budapest,,Hungary,H-1073,Ladislav,"Kovács","Erzsébet krt. 58.",Budapest,,Hungary,H-1073,,,ladislav_kovacs@apple.hu
"O Pulso","Titãs",199131,6566998,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
Marvin,"Titãs",264359,8741444,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,403,"2013-11-08 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Nem 5 Minutos Guardados","Titãs",245995,8143797,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,85,"2010-01-08 00:00:00","Erzsébet krt. 58.",Budapest,,Hungary,H-1073,Ladislav,"Kovács","Erzsébet krt. 58.",Budapest,,Hungary,H-1073,,,ladislav_kovacs@apple.hu
Flores,"Titãs",215510,7148017,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,192,"2011-04-20 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
Palavras,"Titãs",158458,5285715,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,86,"2010-01-09 00:00:00","Via Degli Scipioni, 43",Rome,RM,Italy,00192,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,"+39 06 39733434",,lucas.mancini@yahoo.it
"Hereditário","Titãs",151693,5020547,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",,,,,,,,,,,,,,,,,,,
"A Melhor Forma","Titãs",191503,6349938,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,86,"2010-01-09 00:00:00","Via Degli Scipioni, 43",Rome,RM,Italy,00192,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,"+39 06 39733434",,lucas.mancini@yahoo.it
"A Melhor Forma","Titãs",191503,6349938,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Cabeça Dinossauro","Titãs",37120,1220930,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,192,"2011-04-20 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"Cabeça Dinossauro","Titãs",37120,1220930,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,403,"2013-11-08 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"32 Dentes","Titãs",184946,6157904,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,86,"2010-01-09 00:00:00","Via Degli Scipioni, 43",Rome,RM,Italy,00192,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,"+39 06 39733434",,lucas.mancini@yahoo.it
"Bichos Escrotos (Vinheta)","Titãs",104986,3503755,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",,,,,,,,,,,,,,,,,,,
"Não Vou Lutar","Titãs",189988,6308613,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,86,"2010-01-09 00:00:00","Via Degli Scipioni, 43",Rome,RM,Italy,00192,Lucas,Mancini,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,"+39 06 39733434",,lucas.mancini@yahoo.it
"Homem Primata (Vinheta)","Titãs",34168,1124909,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,192,"2011-04-20 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"Homem Primata","Titãs",195500,6486470,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Polícia (Vinheta)","Titãs",56111,1824213,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,403,"2013-11-08 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Querem Meu Sangue","Titãs",212401,7069773,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",1,0.99,87,"2010-01-10 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Diversão","Titãs",285936,9531268,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",,,,,,,,,,,,,,,,,,,
"Televisão","Titãs",293668,9776548,0.99,"Alternative & Punk","MPEG audio file","Acústico","Titãs",,,,,,,,,,,,,,,,,,,
"Sonifera Ilha","Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto",170684,5678290,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Lugar Nenhum","Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto",195840,6472780,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,87,"2010-01-10 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Lugar Nenhum","Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto",195840,6472780,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Sua Impossivel Chance","Nando Reis",246622,8073248,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,403,"2013-11-08 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
Desordem,"Charles Gavin/Marcelo Fromer/Sérgio Britto",213289,7067340,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",,,,,,,,,,,,,,,,,,,
"Não Vou Me Adaptar","Arnaldo Antunes",221831,7304656,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",,,,,,,,,,,,,,,,,,,
Domingo,"Sérgio Britto/Toni Bellotto",208613,6883180,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,87,"2010-01-10 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Amanhã Não Se Sabe","Sérgio Britto",189440,6243967,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Caras Como Eu","Toni Bellotto",183092,5999048,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Senhora E Senhor","Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos",203702,6733733,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",,,,,,,,,,,,,,,,,,,
"Era Uma Vez","Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto",224261,7453156,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,87,"2010-01-10 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Miséria","Arnaldo Antunes/Britto, SergioMiklos, Paulo",262191,8727645,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",,,,,,,,,,,,,,,,,,,
"Insensível","Sérgio Britto",207830,6893664,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,404,"2013-11-13 00:00:00","Rilská 3174/6",Prague,,"Czech Republic",14300,Helena,"Holý","Rilská 3174/6",Prague,,"Czech Republic",14300,"+420 2 4177 0449",,hholy@gmail.com
"Eu E Ela","Nando Reis",276035,9138846,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Toda Cor","Ciro Pressoa/Marcelo Fromer",209084,6939176,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,87,"2010-01-10 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Toda Cor","Ciro Pressoa/Marcelo Fromer",209084,6939176,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",1,0.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"É Preciso Saber Viver","Erasmo Carlos/Roberto Carlos",251115,8271418,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",,,,,,,,,,,,,,,,,,,
"Senhor Delegado/Eu Não Aguento","Antonio Lopes",156656,5277983,0.99,"Alternative & Punk","MPEG audio file","Volume Dois","Titãs",,,,,,,,,,,,,,,,,,,
"Battlestar Galactica: The Story So Far",,2622250,490750393,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica: The Story So Far","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
"Occupation / Precipice",,5286953,1054423946,1.99,"TV Shows","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,87,"2010-01-10 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Exodus, Pt. 1",,2621708,475079441,1.99,"TV Shows","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Exodus, Pt. 2",,2618000,466820021,1.99,"TV Shows","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
Collaborators,,2626626,483484911,1.99,"TV Shows","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,404,"2013-11-13 00:00:00","Rilská 3174/6",Prague,,"Czech Republic",14300,Helena,"Holý","Rilská 3174/6",Prague,,"Czech Republic",14300,"+420 2 4177 0449",,hholy@gmail.com
Torn,,2631291,495262585,1.99,"TV Shows","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
"A Measure of Salvation",,2563938,489715554,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
Hero,,2713755,506896959,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,88,"2010-01-13 00:00:00","Calle Lira, 198",Santiago,,Chile,,Luis,Rojas,"Calle Lira, 198",Santiago,,Chile,,"+56 (0)2 635 4444",,luisrojas@yahoo.cl
"Unfinished Business",,2622038,528499160,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"The Passage",,2623875,490375760,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,298,"2012-07-31 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"The Eye of Jupiter",,2618750,517909587,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
Rapture,,2624541,508406153,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
"Taking a Break from All Your Worries",,2624207,492700163,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
"The Woman King",,2626376,552893447,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,88,"2010-01-13 00:00:00","Calle Lira, 198",Santiago,,Chile,,Luis,Rojas,"Calle Lira, 198",Santiago,,Chile,,"+56 (0)2 635 4444",,luisrojas@yahoo.cl
"The Woman King",,2626376,552893447,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,404,"2013-11-13 00:00:00","Rilská 3174/6",Prague,,"Czech Republic",14300,Helena,"Holý","Rilská 3174/6",Prague,,"Czech Republic",14300,"+420 2 4177 0449",,hholy@gmail.com
"A Day In the Life",,2620245,462818231,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Dirty Hands",,2627961,537648614,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
Maelstrom,,2622372,514154275,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
"The Son Also Rises",,2621830,499258498,1.99,"Science Fiction","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",,,,,,,,,,,,,,,,,,,
"Crossroads, Pt. 1",,2622622,486233524,1.99,"Sci Fi & Fantasy","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,299,"2012-08-05 00:00:00","2211 W Berry Street","Fort Worth",TX,USA,76110,Richard,Cunningham,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",,ricunningham@hotmail.com
"Crossroads, Pt. 2",,2869953,497335706,1.99,"Sci Fi & Fantasy","Protected MPEG-4 video file","Battlestar Galactica, Season 3","Battlestar Galactica",1,1.99,88,"2010-01-13 00:00:00","Calle Lira, 198",Santiago,,Chile,,Luis,Rojas,"Calle Lira, 198",Santiago,,Chile,,"+56 (0)2 635 4444",,luisrojas@yahoo.cl
Genesis,,2611986,515671080,1.99,"TV Shows","Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Don't Look Back",,2571154,493628775,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
"One Giant Leap",,2607649,521616246,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,404,"2013-11-13 00:00:00","Rilská 3174/6",Prague,,"Czech Republic",14300,Helena,"Holý","Rilská 3174/6",Prague,,"Czech Republic",14300,"+420 2 4177 0449",,hholy@gmail.com
Collision,,2605480,526182322,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
Hiros,,2533575,488835454,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
"Better Halves",,2573031,549353481,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,88,"2010-01-13 00:00:00","Calle Lira, 198",Santiago,,Chile,,Luis,Rojas,"Calle Lira, 198",Santiago,,Chile,,"+56 (0)2 635 4444",,luisrojas@yahoo.cl
"Nothing to Hide",,2605647,510058181,1.99,"TV Shows","Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
"Seven Minutes to Midnight",,2613988,515590682,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,299,"2012-08-05 00:00:00","2211 W Berry Street","Fort Worth",TX,USA,76110,Richard,Cunningham,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",,ricunningham@hotmail.com
Homecoming,,2601351,516015339,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
"Six Months Ago",,2602852,505133869,1.99,"TV Shows","Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
Fallout,,2594761,501145440,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
"The Fix",,2600266,507026323,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,88,"2010-01-13 00:00:00","Calle Lira, 198",Santiago,,Chile,,Luis,Rojas,"Calle Lira, 198",Santiago,,Chile,,"+56 (0)2 635 4444",,luisrojas@yahoo.cl
"The Fix",,2600266,507026323,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,404,"2013-11-13 00:00:00","Rilská 3174/6",Prague,,"Czech Republic",14300,Helena,"Holý","Rilská 3174/6",Prague,,"Czech Republic",14300,"+420 2 4177 0449",,hholy@gmail.com
Distractions,,2590382,537111289,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,193,"2011-04-23 00:00:00","Berger Straße 10",Frankfurt,,Germany,60316,Fynn,Zimmermann,"Berger Straße 10",Frankfurt,,Germany,60316,"+49 069 40598889",,fzimmermann@yahoo.de
Run!,,2602602,542936677,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
Unexpected,,2598139,511777758,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
"Company Man",,2601226,493168135,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,,,,,,,,,,,,,,,,,,,
"Company Man",,2601101,503786316,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,299,"2012-08-05 00:00:00","2211 W Berry Street","Fort Worth",TX,USA,76110,Richard,Cunningham,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",,ricunningham@hotmail.com
Parasite,,2602727,487461520,1.99,Drama,"Protected MPEG-4 video file","Heroes, Season 1",Heroes,1,1.99,88,"2010-01-13 00:00:00","Calle Lira, 198",Santiago,,Chile,,Luis,Rojas,"Calle Lira, 198",Santiago,,Chile,,"+56 (0)2 635 4444",,luisrojas@yahoo.cl
"A Tale of Two Cities",,2636970,513691652,1.99,"TV Shows","Protected MPEG-4 video file","Lost, Season 3",Lost,,,,,,,,,,,,,,,,,,,
"Lost (Pilot, Part 1) [Premiere]",,2548875,217124866,1.99,"TV Shows","Protected MPEG-4 video file","Lost, Season 1",Lost,,,,,,,,,,,,,,,,,,,
